;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2_municipio;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 2011 a 2020;Total No consta;Total De 1951 a 1970;Total De 1971 a 1990;Total De 1991 a 2010;reg_autonomos;reg_general;Total afiliados;Turismo 2024;index;En alquiler;En propiedad;Otro régimen de tenencia;Total viviendas;%propiedad;%alquiler;Proporcion Propiedad/Alquiler;total_superficie;menos_de_60m2;entre_61_y_105m2;mas_de_106m2;%menos_de_60m2;%entre_61_y_105m2;%mas_de_106m2
3481;Piso en calle Cartagena, 69, El Carmen, Murcia;198500;3;137.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3482;Piso en calle Princesa, 6, El Carmen, Murcia;350000;3;120.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3483;Piso en calle Torre de Romo, 74, El Carmen, Murcia;165000;4;106.0;Murcia;Sur;El Carmen;No;Compra;4ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3484;Piso en calle Huerto Capuchinos, 6, El Carmen, Murcia;180000;3;105.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3485;Piso en calle Floridablanca, El Carmen, Murcia;153000;3;122.0;Murcia;Sur;El Carmen;No;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3486;Piso en El Carmen, Murcia;158000;2;80.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3487;Piso en calle Mercedes, El Carmen, Murcia;99000;1;72.0;Murcia;Sur;El Carmen;No;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3488;Piso en calle Floridablanca, El Carmen, Murcia;79000;3;99.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3489;Piso en calle Álvarez Quintero, El Carmen, Murcia;57000;2;60.0;Murcia;Sur;El Carmen;No;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3490;Piso en Goya, 2, El Carmen, Murcia;92999;1;46.0;Murcia;Sur;El Carmen;No;Compra;Bajo;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3491;Piso en Goya, 2, El Carmen, Murcia;94999;1;43.0;Murcia;Sur;El Carmen;No;Compra;Bajo;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3492;Piso en Goya, 2, El Carmen, Murcia;104999;1;66.0;Murcia;Sur;El Carmen;No;Compra;Bajo;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3493;Piso en El Carmen, Murcia;156000;4;115.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3494;Piso en Goya, 2, El Carmen, Murcia;92999;1;41.0;Murcia;Sur;El Carmen;No;Compra;Bajo;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3495;Piso en Goya, 2, El Carmen, Murcia;129999;1;95.0;Murcia;Sur;El Carmen;No;Compra;Bajo;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3496;Piso en Goya, 2, El Carmen, Murcia;97999;1;56.0;Murcia;Sur;El Carmen;No;Compra;Bajo;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3497;Piso en Goya, 2, El Carmen, Murcia;104999;1;54.0;Murcia;Sur;El Carmen;No;Compra;Bajo;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3498;Piso en Goya, 2, El Carmen, Murcia;97999;1;50.0;Murcia;Sur;El Carmen;No;Compra;Bajo;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3499;Piso en calle Torre de Romo, El Carmen, Murcia;167000;4;150.0;Murcia;Sur;El Carmen;No;Compra;7ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3500;Piso en calle Cartagena, 60, El Carmen, Murcia;345000;3;157.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3501;Piso en calle Cartagena, 70, El Carmen, Murcia;135000;4;94.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3502;Piso en calle Cartagena, 60, El Carmen, Murcia;359000;3;157.0;Murcia;Sur;El Carmen;No;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3503;Piso en calle Cartagena, El Carmen, Murcia;139000;3;95.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3504;Piso en calle Cartagena, 85, El Carmen, Murcia;109000;3;83.0;Murcia;Sur;El Carmen;No;Compra;2ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3505;Piso en calle María Guerrero, 18, El Carmen, Murcia;99000;3;105.0;Murcia;Sur;El Carmen;No;Compra;1ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3506;Piso en calle Álvarez Quintero, El Carmen, Murcia;36000;3;100.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3507;Piso en El Carmen, Murcia;192000;2;98.0;Murcia;Sur;El Carmen;No;Compra;Entreplanta;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3508;Dúplex en avenida Ciudad de Almería, 11, El Carmen, Murcia;144000;2;71.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3509;Piso en avenida Juan Antonio Perea, 12, El Carmen, Murcia;148000;3;87.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3510;Piso en El Carmen, Murcia;345000;3;160.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3511;Casa o chalet independiente en El Carmen, Murcia;155000;4;179.0;Murcia;Sur;El Carmen;No;Compra;Indeterminado;Indeterminado;Indeterminado;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3512;Piso en calle Torre de Romo, El Carmen, Murcia;135000;2;95.0;Murcia;Sur;El Carmen;No;Compra;1ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3513;Piso en El Carmen, Murcia;345000;3;181.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3514;Piso en calle Pascual Abellán, El Carmen, Murcia;98000;2;78.0;Murcia;Sur;El Carmen;No;Compra;Indeterminado;Indeterminado;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3515;Piso en calle Pascual Abellán, El Carmen, Murcia;104000;3;78.0;Murcia;Sur;El Carmen;No;Compra;Indeterminado;Indeterminado;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3516;Piso en calle Escultor Nicolás de Bussi, El Carmen, Murcia;199000;4;130.0;Murcia;Sur;El Carmen;No;Compra;9ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3517;Piso en calle Torre de Romo, El Carmen, Murcia;86000;3;81.0;Murcia;Sur;El Carmen;No;Compra;Planta 4ª;Indeterminado;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3518;Piso en El Carmen, Murcia;295000;3;119.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3519;Piso en calle Mateos, El Carmen, Murcia;131800;3;117.0;Murcia;Sur;El Carmen;No;Compra;Planta 2ª;Indeterminado;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3520;Piso en avenida Río Segura, El Carmen, Murcia;309000;3;116.0;Murcia;Sur;El Carmen;No;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3521;Piso en avenida Juan Antonio Perea, El Carmen, Murcia;189900;4;128.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;5ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3522;Piso en calle Mateos, 2, El Carmen, Murcia;148500;4;120.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;5ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3523;Piso en calle Ricardo Gil, El Carmen, Murcia;179000;4;106.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3524;Piso en calle Juan Antonio Hernández del Águila, El Carmen, Murcia;114900;1;48.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3525;Piso en calle Buenos Aires, El Carmen, Murcia;80937;4;99.0;Murcia;Sur;El Carmen;No;Compra;Indeterminado;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3526;Piso en Matadero viejo, 6, El Carmen, Murcia;400000;4;168.0;Murcia;Sur;El Carmen;Garaje opc. 30.000 €;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3527;Piso en El Carmen, Murcia;189000;4;125.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3528;Piso en El Carmen, Murcia;189000;3;95.0;Murcia;Sur;El Carmen;No;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3529;Piso en El Carmen, Murcia;180000;3;105.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3530;Piso en calle Gran Vía del Carmen, El Carmen, Murcia;72000;1;40.0;Murcia;Sur;El Carmen;No;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3531;Piso en calle Madre Elisea Oliver Molina, El Carmen, Murcia;185000;2;98.0;Murcia;Sur;El Carmen;No;Compra;Entreplanta;Indeterminado;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3532;Piso en el carmen, s/n, El Carmen, Murcia;165000;4;110.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3533;Piso en plaza Camachos, El Carmen, Murcia;200000;2;90.0;Murcia;Sur;El Carmen;No;Compra;Entreplanta;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3534;Piso en calle Álvarez Quintero, El Carmen, Murcia;105000;3;75.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3535;Ático en calle Mateos, El Carmen, Murcia;295000;4;160.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3536;Estudio en calle Diego Hernández, El Carmen, Murcia;42000;1;25.0;Murcia;Sur;El Carmen;No;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3537;Dúplex en El Carmen, Murcia;460000;3;257.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3538;Ático en calle Hortelanos, El Carmen, Murcia;559000;6;408.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;Planta 3ª;Indeterminado;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3539;Piso en calle Paloma, El Carmen, Murcia;123000;4;103.0;Murcia;Sur;El Carmen;No;Compra;Indeterminado;Indeterminado;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3540;Casa o chalet independiente en El Carmen, Murcia;124900;3;106.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
