;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2_municipio;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 2011 a 2020;Total No consta;Total De 1951 a 1970;Total De 1971 a 1990;Total De 1991 a 2010;reg_autonomos;reg_general;Total afiliados;Turismo 2024;index;En alquiler;En propiedad;Otro régimen de tenencia;Total viviendas;%propiedad;%alquiler;Proporcion Propiedad/Alquiler;total_superficie;menos_de_60m2;entre_61_y_105m2;mas_de_106m2;%menos_de_60m2;%entre_61_y_105m2;%mas_de_106m2
3541;Piso en calle Diego Hernández, El Carmen, Murcia;74000;1;50.0;Murcia;Sur;El Carmen;No;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3542;Piso en El Carmen, Murcia;119000;2;78.0;Murcia;Sur;El Carmen;No;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3543;Piso en El Carmen, Murcia;131800;3;117.0;Murcia;Sur;El Carmen;No;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3544;Piso en calle General Martín de la Carrera, 5, El Carmen, Murcia;130000;3;119.0;Murcia;Sur;El Carmen;No;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3545;Piso en El Carmen, Murcia;150000;3;120.0;Murcia;Sur;El Carmen;No;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3546;Piso en El Carmen, Murcia;159000;4;125.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;7ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3547;Piso en calle Princesa, 6, El Carmen, Murcia;350000;3;119.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3548;Piso en calle Floridablanca, El Carmen, Murcia;78500;4;125.0;Murcia;Sur;El Carmen;No;Compra;2ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3549;Piso en plaza González Conde, El Carmen, Murcia;167000;3;143.0;Murcia;Sur;El Carmen;No;Compra;7ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3550;Piso en calle Mateos, El Carmen, Murcia;59000;3;111.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3551;Piso en paseo Fotógrafo Verdú, 19, El Carmen, Murcia;300000;4;116.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3552;Piso en calle Cuartel de Artillería, El Carmen, Murcia;99000;3;105.0;Murcia;Sur;El Carmen;No;Compra;1ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3553;Piso en El Carmen, Murcia;143000;4;111.0;Murcia;Sur;El Carmen;No;Compra;5ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3554;Piso en calle Pascual Abellán, 6, El Carmen, Murcia;149000;2;65.0;Murcia;Sur;El Carmen;Garaje opc. 19.500 €;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3555;Piso en El Carmen, Murcia;170000;3;93.0;Murcia;Sur;El Carmen;No;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3556;Piso en El Carmen, Murcia;165000;2;72.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3557;Piso en calle Floridablanca, El Carmen, Murcia;55000;1;88.0;Murcia;Sur;El Carmen;No;Compra;Planta 3ª;Indeterminado;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3558;Piso en El Carmen, Murcia;165000;3;114.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3559;Piso en avenida Ciudad de Almería, El Carmen, Murcia;159500;3;134.0;Murcia;Sur;El Carmen;Garaje incluido;Compra;Planta 2ª;Indeterminado;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3560;Piso en calle Madre Elisea Oliver Molina, El Carmen, Murcia;185000;2;98.0;Murcia;Sur;El Carmen;No;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3561;Piso en El Carmen, Murcia;95000;1;56.0;Murcia;Sur;El Carmen;No;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3562;Piso en El Carmen, Murcia;119000;3;89.0;Murcia;Sur;El Carmen;No;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3563;Piso en El Carmen, Murcia;130000;3;119.0;Murcia;Sur;El Carmen;No;Compra;4ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3564;Piso en calle Santa Úrsula, El Carmen, Murcia;53000;2;68.0;Murcia;Sur;El Carmen;No;Compra;Planta 1ª;Indeterminado;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3565;Ático en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;211900;1;88.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;8ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3566;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;182900;2;82.0;Murcia;Sur;La Purisima Barriomar;No;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3567;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;243400;3;103.0;Murcia;Sur;La Purisima Barriomar;No;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3568;Piso en La Purísima-Barriomar, Murcia;100000;4;110.0;Murcia;Sur;La Purisima Barriomar;No;Compra;7ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3569;Piso en La Purísima-Barriomar, Murcia;100000;3;103.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3570;Piso en camino Hondo, La Purísima-Barriomar, Murcia;86000;3;96.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;Bajo;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3571;Piso en avenida Ciudad de Almería, La Purísima-Barriomar, Murcia;100000;3;110.0;Murcia;Sur;La Purisima Barriomar;No;Compra;7ª;Interior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3572;Piso en Av. Ciudad de Almería, La Purísima-Barriomar, Murcia;100000;4;110.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3573;Piso en avenida Ciudad de Almería, La Purísima-Barriomar, Murcia;115000;4;179.0;Murcia;Sur;La Purisima Barriomar;No;Compra;Planta 2ª;Indeterminado;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3574;Ático en avenida Ciudad de Almería, 36, La Purísima-Barriomar, Murcia;235000;3;126.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3575;Piso en La Purísima-Barriomar, Murcia;85000;3;148.0;Murcia;Sur;La Purisima Barriomar;No;Compra;2ª;Exterior;No;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3576;Ático en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;221900;1;88.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;8ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3577;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;197700;2;85.0;Murcia;Sur;La Purisima Barriomar;No;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3578;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;271000;3;135.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;1ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3579;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;189300;2;81.0;Murcia;Sur;La Purisima Barriomar;No;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3580;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;204600;2;81.0;Murcia;Sur;La Purisima Barriomar;No;Compra;2ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3581;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;296500;3;103.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;7ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3582;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;275500;3;98.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;3ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3583;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;230900;2;81.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;6ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3584;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;226600;2;81.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;5ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3585;Piso en avenida Ciudad de Almería, 34, La Purísima-Barriomar, Murcia;298400;3;98.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3586;Ático en avenida Ciudad de Almería, La Purísima-Barriomar, Murcia;229000;3;177.0;Murcia;Sur;La Purisima Barriomar;Garaje incluido;Compra;4ª;Exterior;Si;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
3587;Chalet pareado en camino Albadel, La Purísima-Barriomar, Murcia;37000;3;58.0;Murcia;Sur;La Purisima Barriomar;No;Compra;Indeterminado;Indeterminado;Indeterminado;37.959;40.165;33.96;32.762;18.724;441.345;886.0;155.0;1.771;3.707;5.924;5.463;13.937;38.314;54.387;96.082;30877;201907;245133;984.0;83;26.137;121.85;15.583;163.57;74.4941003851562;15.979091520449964;4.661973447603015;219740;36158;133309;49178;16.454901246928188;60.66669700555202;22.380085555656684
