Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion
Piso en calle Alcalde L. Uruñuela, s/n, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;287000;4 hab.;132 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Cueva del Gato, 6, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;183000;2 hab.;80 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;Planta 3ª exterior con ascensor
Chalet adosado en avenida Alcalde Luis Uruñuela, s/n, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;350000;5 hab.;230 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;No tiene
Chalet adosado en calle Vergel, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;299000;5 hab.;200 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;No tiene
Chalet pareado en avenida Alcalde Luis Uruñuela, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;379000;5 hab.;180 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;No tiene
Piso en Urbanizacion las Gondolas IV, 1, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;190000;2 hab.;56 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;Bajo exterior con ascensor
Piso en urbanizacion las gondolas, 4, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;160000;1 hab.;48 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;Bajo exterior con ascensor
Piso en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;294000;2 hab.;65 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;Planta 5ª exterior con ascensor
Chalet adosado en calle Luis Fuentes Bejarano, 39, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;355000;3 hab.;178 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;No tiene
Piso en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;247000;2 hab.;91 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;No;Bajo exterior sin ascensor
Chalet adosado en Firmamento, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;365000;4 hab.;200 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;No tiene
Chalet adosado en calle Nirvana, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;350000;4 hab.;250 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;No tiene
Piso en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;600000;10 hab.;1.271 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;No;Bajo exterior sin ascensor
Piso en calle Tigris, s/n, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;215000;3 hab.;115 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;Planta 5ª exterior con ascensor
Piso en calle Tigris, 4, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;220000;4 hab.;120 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;Planta 7ª exterior con ascensor
Piso en avenida Alcalde Luis Uruñuela, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;135000;1 hab.;55 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;Planta 4ª exterior con ascensor
Piso en calle Cueva de la Pileta, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;235000;3 hab.;106 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;Garaje incluido;Planta 8ª exterior con ascensor
Piso en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;128500;1 hab.;54 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;No;Planta 2ª exterior sin ascensor
Piso en calle Casuarina, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;128500;1 hab.;56 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;No;Planta 2ª exterior con ascensor
Piso en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;295000;3 hab.;148 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;No;Planta 2ª exterior con ascensor
Piso en calle Nuevas Profesiones, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;112000;2 hab.;77 m²;sevilla;sevilla-este;alcalde-l-urunuela-palacio-de-congresos;No;Planta 2ª exterior sin ascensor
Ático en Emilio Lemos, Sevilla;295000;3 hab.;118 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 3ª interior
Piso en Emilio Lemos, Sevilla;220000;2 hab.;84 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en Emilio Lemos, Sevilla;169886;3 hab.;94 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Bajo exterior con ascensor
Piso en Emilio Lemos, Sevilla;207260;2 hab.;75 m²;sevilla;sevilla-este;emilio-lemos;No;Planta 2ª exterior con ascensor
Piso en calle Profesor Manuel Olivencia Ruiz, Emilio Lemos, Sevilla;165000;3 hab.;89 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 6ª exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;191100;2 hab.;85 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;194600;2 hab.;86 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;193100;2 hab.;91 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en avenida de Emilio Lemos, Emilio Lemos, Sevilla;193000;3 hab.;117 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 2ª exterior con ascensor
Piso en Emilio Lemos, Sevilla;170000;3 hab.;123 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 4ª exterior con ascensor
Piso en Emilio Lemos, Sevilla;185000;3 hab.;120 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 4ª exterior con ascensor
Piso en calle Profesor Manuel Olivencia Ruiz, Emilio Lemos, Sevilla;180000;3 hab.;128 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 3ª exterior con ascensor
Piso en Emilio Lemos, Sevilla;180000;3 hab.;90 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Manila, Emilio Lemos, Sevilla;195000;4 hab.;113 m²;sevilla;sevilla-este;emilio-lemos;No;Planta 1ª exterior con ascensor
Piso en avenida del Deporte, Emilio Lemos, Sevilla;185000;3 hab.;84 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 6ª exterior con ascensor
Piso en Emilio Lemos, Sevilla;170000;3 hab.;87 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 4ª exterior con ascensor
Piso en Emilio Lemos, Sevilla;179000;3 hab.;102 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 5ª exterior con ascensor
Piso en Emilio Lemos, Sevilla;180000;3 hab.;90 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido; con ascensor
Piso en Emilio Lemos, Sevilla;155445;2 hab.;80 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Bajo exterior con ascensor
Piso en avenida del Deporte, 10, Emilio Lemos, Sevilla;185900;3 hab.;90 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Nueva Delhi, 6, Emilio Lemos, Sevilla;171200;2 hab.;67 m²;sevilla;sevilla-este;emilio-lemos;No;Planta 4ª exterior con ascensor
Piso en calle Nueva Delhi, 6, Emilio Lemos, Sevilla;150500;2 hab.;60 m²;sevilla;sevilla-este;emilio-lemos;No;Planta 4ª exterior con ascensor
Piso en calle Nueva Delhi, 6, Emilio Lemos, Sevilla;186500;3 hab.;83 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Nueva Delhi, 6, Emilio Lemos, Sevilla;177800;3 hab.;82 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Bajo exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;163500;1 hab.;60 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Bajo exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;263700;3 hab.;103 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 5ª exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;243100;3 hab.;107 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;245700;3 hab.;111 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;204100;3 hab.;98 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Bajo exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;230500;3 hab.;106 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 4ª exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;243100;3 hab.;107 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;191600;2 hab.;84 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;207500;2 hab.;86 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Bajo exterior con ascensor
Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;203900;3 hab.;101 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido; exterior con ascensor
Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;203500;2 hab.;85 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;245500;3 hab.;104 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;244000;3 hab.;108 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Bajo exterior con ascensor
Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;309000;4 hab.;127 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Bajo exterior con ascensor
Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;299000;4 hab.;127 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Periodista Juan Tribuna, Emilio Lemos, Sevilla;242000;3 hab.;101 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 8ª exterior con ascensor
Piso en Emilio Lemos, Sevilla;170000;3 hab.;98 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 4ª exterior con ascensor
Piso en calle Profesor Manuel Olivencia Ruiz, 13, Emilio Lemos, Sevilla;162500;3 hab.;98 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 8ª exterior con ascensor
Piso en calle Profesor Manuel Olivencia Ruiz, 7, Emilio Lemos, Sevilla;175000;3 hab.;89 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en Emilio Lemos, Sevilla;153600;3 hab.;94 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Profesor Manuel Olivencia Ruiz, Emilio Lemos, Sevilla;180000;3 hab.;79 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Faustino Gutiérrez Alviz, Emilio Lemos, Sevilla;207000;2 hab.;76 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Profesor Manuel Clavero Arévalo, Emilio Lemos, Sevilla;145000;2 hab.;59 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Japón, 19, Emilio Lemos, Sevilla;269999;3 hab.;107 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 6ª exterior con ascensor
Dúplex en avenida República de China, Emilio Lemos, Sevilla;184000;3 hab.;80 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 3ª exterior con ascensor
Piso en avenida Emilio Lemos, Emilio Lemos, Sevilla;167000;3 hab.;80 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Profesor Manuel Olivencia Ruiz, Emilio Lemos, Sevilla;164000;3 hab.;120 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 3ª exterior con ascensor
Piso en avenida República de China, Emilio Lemos, Sevilla;120000;2 hab.;70 m²;sevilla;sevilla-este;emilio-lemos;No; sin ascensor
Piso en Emilio Lemos, Sevilla;180000;4 hab.;110 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 4ª exterior con ascensor
Piso en avenida de Emilio Lemos, Emilio Lemos, Sevilla;175000;3 hab.;133 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido; con ascensor
Piso en calle Japón, Emilio Lemos, Sevilla;120000;2 hab.;70 m²;sevilla;sevilla-este;emilio-lemos;No;Bajo exterior sin ascensor
Piso en avenida de Emilio Lemos, Emilio Lemos, Sevilla;145000;3 hab.;104 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 2ª exterior con ascensor
Piso en avenida de Emilio Lemos, 51, Emilio Lemos, Sevilla;195000;4 hab.;100 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 4ª exterior con ascensor
Piso en calle Profesor Manuel Olivencia Ruiz, 13, Emilio Lemos, Sevilla;180000;3 hab.;90 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 3ª interior con ascensor
Piso en calle Afganistán, Emilio Lemos, Sevilla;114000;3 hab.;100 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 2ª sin ascensor
Piso en Emilio Lemos, Sevilla;185000;3 hab.;118 m²;sevilla;sevilla-este;emilio-lemos;Garaje incluido;Planta 2ª exterior con ascensor
Piso en Emilia Barral, Parque Alcosa, Sevilla;172000;3 hab.;93 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 6ª exterior con ascensor
Piso en Parque Alcosa, Sevilla;198000;4 hab.;120 m²;sevilla;parque-alcosa;parque-alcosa;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Chaparro, Parque Alcosa, Sevilla;220000;3 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;Garaje incluido;Planta 3ª interior con ascensor
Piso en calle Ciudad de Gandia, Parque Alcosa, Sevilla;139000;3 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 4ª exterior con ascensor
Piso en calle Ciudad de Carlet, Parque Alcosa, Sevilla;126000;3 hab.;82 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 4ª exterior con ascensor
Piso en Parque Alcosa, Sevilla;135000;3 hab.;83 m²;sevilla;parque-alcosa;parque-alcosa;No;Bajo exterior sin ascensor
Piso en calle Aldaya, Parque Alcosa, Sevilla;128000;3 hab.;91 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 2ª exterior sin ascensor
Piso en Parque Alcosa, Sevilla;135000;3 hab.;85 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 5ª exterior con ascensor
Piso en calle Ciudad de Sueca, Parque Alcosa, Sevilla;130000;3 hab.;76 m²;sevilla;parque-alcosa;parque-alcosa;No;Bajo exterior con ascensor
Piso en avenida Ciudad de Chiva, Parque Alcosa, Sevilla;128500;3 hab.;74 m²;sevilla;parque-alcosa;parque-alcosa;No;Bajo exterior con ascensor
Piso en Ildefonso Marañón Lavín, 11, Parque Alcosa, Sevilla;149000;3 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 6ª exterior con ascensor
Piso en calle las Ong, 9, Parque Alcosa, Sevilla;128000;3 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 2ª exterior sin ascensor
Piso en calle Pintor Alfonso Grosso, 9, Parque Alcosa, Sevilla;142000;3 hab.;86 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 1ª exterior sin ascensor
Dúplex en calle Concepción Estebarena, 2, Parque Alcosa, Sevilla;250000;3 hab.;130 m²;sevilla;parque-alcosa;parque-alcosa;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Pintor Alfonso Grosso, 1, Parque Alcosa, Sevilla;162000;3 hab.;89 m²;sevilla;parque-alcosa;parque-alcosa;No;Bajo 
Piso en calle Ciudad de Alberique, Parque Alcosa, Sevilla;87048;3 hab.;74 m²;sevilla;parque-alcosa;parque-alcosa;No;Bajo exterior sin ascensor
Piso en avenida Fernando Corral Corachán, Parque Alcosa, Sevilla;87000;3 hab.;92 m²;sevilla;parque-alcosa;parque-alcosa;No;No tiene
Piso en avenida Ildefonso Marañón Lavín, 2, Parque Alcosa, Sevilla;140000;3 hab.;94 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 3ª exterior con ascensor
Piso en calle Ciudad de Alberique, s/n, Parque Alcosa, Sevilla;130000;3 hab.;82 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 2ª exterior con ascensor
Piso en calle Chaparro, 8, Parque Alcosa, Sevilla;180000;2 hab.;79 m²;sevilla;parque-alcosa;parque-alcosa;Garaje incluido;Bajo exterior con ascensor
Piso en calle Ciudad de Buñol, Parque Alcosa, Sevilla;130000;3 hab.;84 m²;sevilla;parque-alcosa;parque-alcosa;No;Bajo interior con ascensor
Piso en calle Ciudad de Godella, 3, Parque Alcosa, Sevilla;100000;3 hab.;82 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 2ª exterior con ascensor
Piso en Parque Alcosa, Sevilla;149900;4 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 5ª con ascensor
Piso en plaza del Obradoiro, Parque Alcosa, Sevilla;122500;3 hab.;83 m²;sevilla;parque-alcosa;parque-alcosa;No;Bajo exterior con ascensor
Piso en Ciudad de Burjasot, Parque Alcosa, Sevilla;115000;3 hab.;89 m²;sevilla;parque-alcosa;parque-alcosa;No; sin ascensor
Piso en Parque Alcosa, Sevilla;210000;3 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;Garaje incluido;Planta 1ª con ascensor
Piso en plaza del Obradoiro, Parque Alcosa, Sevilla;121000;3 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;No;Bajo exterior sin ascensor
Piso en avenida Ciudad de Chiva, Parque Alcosa, Sevilla;115000;2 hab.;84 m²;sevilla;parque-alcosa;parque-alcosa;No;Bajo exterior sin ascensor
Piso en calle Ciudad de Játiva, Parque Alcosa, Sevilla;132000;3 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 5ª exterior con ascensor
Piso en plaza de Oriente, Parque Alcosa, Sevilla;142000;3 hab.;86 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 1ª exterior sin ascensor
Piso en plaza Mayor, Parque Alcosa, Sevilla;135000;3 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;Garaje incluido;Bajo exterior con ascensor
Piso en calle Ciudad de Picasent, Parque Alcosa, Sevilla;125000;4 hab.;92 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 2ª con ascensor
Chalet pareado en Barriada del Avión, 49, Parque Alcosa, Sevilla;60000;3 hab.;95 m²;sevilla;parque-alcosa;parque-alcosa;No;No tiene
Piso en Parque Alcosa, Sevilla;169000;3 hab.;93 m²;sevilla;parque-alcosa;parque-alcosa;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Ciudad de Cullera, 2, Parque Alcosa, Sevilla;99000;3 hab.;89 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 2ª interior con ascensor
Piso en Parque Alcosa, Sevilla;165000;3 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;Garaje incluido;Planta 5ª exterior con ascensor
Piso en calle Ciudad de Játiva, Parque Alcosa, Sevilla;132000;3 hab.;90 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 5ª exterior con ascensor
Piso en Parque Alcosa, 1, Parque Alcosa, Sevilla;110000;4 hab.;80 m²;sevilla;parque-alcosa;parque-alcosa;No;Bajo exterior sin ascensor
Piso en calle Aldaya, 9, Parque Alcosa, Sevilla;130000;3 hab.;92 m²;sevilla;parque-alcosa;parque-alcosa;No;Planta 1ª exterior sin ascensor
