Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion
Piso en Fatima, s/n, Fátima - Campiñuela, Córdoba;110000;4 hab.;100 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 1ª exterior con ascensor
Piso en Fatima, s/n, Fátima - Campiñuela, Córdoba;140000;2 hab.;72 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Escritor José de los Heros, s/n, Fátima - Campiñuela, Córdoba;135000;3 hab.;110 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 3ª exterior con ascensor
Piso en calle Historiador Jaén Morente, 14, Fátima - Campiñuela, Córdoba;130000;2 hab.;70 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 2ª exterior con ascensor
Piso en calle Historiador Jaén Morente, Fátima - Campiñuela, Córdoba;50500;3 hab.;85 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 3ª exterior sin ascensor
Piso en calle Arcos de la Frontera, 16, Fátima - Campiñuela, Córdoba;189000;4 hab.;126 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;Garaje opc. 20.000 €;Planta 1ª exterior con ascensor
Piso en avenida de Carlos III, 11, Fátima - Campiñuela, Córdoba;162500;3 hab.;109 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;Garaje incluido;Planta 6ª exterior con ascensor
Piso en calle Nuestra Señora de la Merced, Fátima - Campiñuela, Córdoba;88990;3 hab.;95 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 3ª exterior sin ascensor
Piso en calle Historiador Jaén Morente, Fátima - Campiñuela, Córdoba;144900;4 hab.;101 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 1ª exterior con ascensor
Piso en Fátima - Campiñuela, Córdoba;170000;3 hab.;139 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 3ª exterior con ascensor
Piso en calle Historiador Jaén Morente, s/n, Fátima - Campiñuela, Córdoba;113600;4 hab.;96 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Bajo exterior sin ascensor
Piso en avenida de Blas Infante, 31 a, Fátima - Campiñuela, Córdoba;123630;3 hab.;93 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 2ª exterior con ascensor
Piso en calle Salvador Allende, Fátima - Campiñuela, Córdoba;189000;4 hab.;126 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;Garaje opc. 20.000 €;Planta 1ª exterior con ascensor
Piso en Escritor Hoyos Noriega, Fátima - Campiñuela, Córdoba;111000;3 hab.;85 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 3ª exterior con ascensor
Piso en Fátima - Campiñuela, Córdoba;115000;3 hab.;75 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 3ª exterior con ascensor
Piso en calle Escritor Julio Cortázar, s/n, Fátima - Campiñuela, Córdoba;123000;3 hab.;68 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 2ª exterior sin ascensor
Piso en calle Arcos de la Frontera, 32, Fátima - Campiñuela, Córdoba;88000;3 hab.;75 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 3ª exterior sin ascensor
Piso en calle Arcos de la Frontera, 5, Fátima - Campiñuela, Córdoba;120000;3 hab.;84 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 1ª exterior con ascensor
Piso en calle Doctor Nevado del Rey, 10, Fátima - Campiñuela, Córdoba;129900;2 hab.;70 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 2ª exterior con ascensor
Piso en calle Escritor Almeida Garret, s/n, Fátima - Campiñuela, Córdoba;113500;4 hab.;86 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Bajo exterior con ascensor
Piso en calle Escritor José de los Heros, Fátima - Campiñuela, Córdoba;89900;3 hab.;78 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 2ª exterior sin ascensor
Piso en calle Arcos de la Frontera, 20, Fátima - Campiñuela, Córdoba;97000;1 hab.;40 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Bajo exterior sin ascensor
Piso en avenida de Carlos III, Fátima - Campiñuela, Córdoba;123500;3 hab.;80 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 3ª exterior con ascensor
Piso en Fátima - Campiñuela, Córdoba;150000;3 hab.;108 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Bajo exterior con ascensor
Piso en Fátima - Campiñuela, Córdoba;111000;3 hab.;85 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 3ª exterior sin ascensor
Piso en avenida de Carlos III, 29, Fátima - Campiñuela, Córdoba;109000;2 hab.;69 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Bajo exterior con ascensor
Piso en calle Escritor León Mansilla, Fátima - Campiñuela, Córdoba;89900;3 hab.;78 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 2ª exterior sin ascensor
Piso en calle Historiador Jaén Morente, 5, Fátima - Campiñuela, Córdoba;130500;2 hab.;78 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 2ª exterior con ascensor
Piso en calle Arcos de la Frontera, Fátima - Campiñuela, Córdoba;194000;4 hab.;126 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 1ª exterior con ascensor
Piso en Escritor Hoyos Noriega, Fátima - Campiñuela, Córdoba;111000;3 hab.;85 m²;cordoba;levante-lepanto-fatima;fatima-campinuela;No;Planta 3ª exterior sin ascensor
Piso en calle Cinco Caballeros, Levante, Córdoba;142000;3 hab.;58 m²;cordoba;levante-lepanto-fatima;levante;Garaje incluido;Planta 3ª exterior con ascensor
Piso en Levante, Córdoba;114900;3 hab.;80 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 1ª exterior con ascensor
Piso en Levante, Córdoba;135000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;Garaje incluido;Bajo exterior sin ascensor
Chalet en Levante, Córdoba;188700;6 hab.;140 m²;cordoba;levante-lepanto-fatima;levante;No;No tiene
Piso en avenida de Carlos III, 32, Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Piso en calle Tejar de la Cruz, Levante, Córdoba;142500;3 hab.;70 m²;cordoba;levante-lepanto-fatima;levante;Garaje incluido;Planta 3ª exterior con ascensor
Piso en Levante, Córdoba;137500;3 hab.;75 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 3ª exterior con ascensor
Piso en Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Chalet adosado en calle San Perfecto, 3, Levante, Córdoba;145000;3 hab.;134 m²;cordoba;levante-lepanto-fatima;levante;No;No tiene
Piso en avenida de Carlos III, Levante, Córdoba;208000;4 hab.;101 m²;cordoba;levante-lepanto-fatima;levante;Garaje opc. 18.000 €;Planta 3ª exterior con ascensor
Piso en calle Doctor Manuel Villegas, Levante, Córdoba;135000;2 hab.;80 m²;cordoba;levante-lepanto-fatima;levante;Garaje incluido;Bajo exterior sin ascensor
Piso en calle Sagunto, Levante, Córdoba;129500;3 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 5ª exterior con ascensor
Piso en avenida de Carlos III, Levante, Córdoba;178500;3 hab.;109 m²;cordoba;levante-lepanto-fatima;levante;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Poeta Solís, Levante, Córdoba;133500;2 hab.;75 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 1ª exterior con ascensor
Piso en Sagunto, s/n, Levante, Córdoba;95000;3 hab.;78 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 1ª exterior con ascensor
Piso en Levante, Córdoba;133500;3 hab.;80 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Piso en Levante, Córdoba;194000;2 hab.;80 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 1ª exterior con ascensor
Piso en avenida de Carlos III, 26, Levante, Córdoba;175000;3 hab.;110 m²;cordoba;levante-lepanto-fatima;levante;Garaje incluido;Planta 2ª exterior con ascensor
Casa o chalet independiente en Levante, Córdoba;220000;3 hab.;178 m²;cordoba;levante-lepanto-fatima;levante;Garaje incluido;No tiene
Piso en avenida de Carlos III, 30, Levante, Córdoba;184000;3 hab.;96 m²;cordoba;levante-lepanto-fatima;levante;No;Entreplanta exterior sin ascensor
Piso en Levante, Córdoba;169000;4 hab.;110 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 3ª exterior con ascensor
Casa o chalet independiente en Levante, Córdoba;185000;3 hab.;178 m²;cordoba;levante-lepanto-fatima;levante;No;No tiene
Piso en calle Cartago, 33, Levante, Córdoba;126600;3 hab.;70 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 4ª exterior sin ascensor
Piso en avenida de Carlos III, Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Dúplex en calle Dalmacia, 33, Levante, Córdoba;114000;2 hab.;70 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 1ª exterior sin ascensor
Piso en avenida de Carlos III, s/n, Levante, Córdoba;123500;3 hab.;80 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 3ª exterior con ascensor
Piso en avenida de Carlos III, Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Estudio en calle Platero Pedro de Bares, Levante, Córdoba;89900;no definido;47 m²;cordoba;levante-lepanto-fatima;levante;No;Bajo exterior sin ascensor
Piso en avenida de Carlos III, Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Piso en avenida de Carlos III, Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Piso en calle Caravaca de la Cruz, 15, Levante, Córdoba;133900;3 hab.;80 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 3ª exterior sin ascensor
Piso en calle Tejar de la Cruz, Levante, Córdoba;59000;3 hab.;47 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 1ª sin ascensor
Piso en avenida de Carlos III, Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Piso en avenida de Carlos III, Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Piso en avenida de Carlos III, Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Piso en Cartago, Levante, Córdoba;95000;2 hab.;63 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª interior sin ascensor
Piso en avenida de Carlos III, Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Piso en avenida de Carlos III, s/n, Levante, Córdoba;124500;3 hab.;86 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Piso en avenida de Carlos III, Levante, Córdoba;183000;2 hab.;85 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Ático en calle Dalmacia, 6, Levante, Córdoba;152000;4 hab.;126 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 4ª exterior sin ascensor
Piso en calle San Perfecto, 22, Levante, Córdoba;179000;2 hab.;80 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 3ª exterior con ascensor
Piso en avenida de Carlos III, Levante, Córdoba;109000;2 hab.;69 m²;cordoba;levante-lepanto-fatima;levante;No;Bajo exterior con ascensor
Casa o chalet independiente en Levante, Córdoba;184900;7 hab.;200 m²;cordoba;levante-lepanto-fatima;levante;No;No tiene
Piso en Levante, Córdoba;83900;2 hab.;59 m²;cordoba;levante-lepanto-fatima;levante;No;Bajo interior sin ascensor
Piso en calle Sagunto, 80, Levante, Córdoba;143500;4 hab.;130 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 5ª exterior sin ascensor
Piso en avenida de Carlos III, s/n, Levante, Córdoba;123500;3 hab.;80 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 2ª exterior con ascensor
Chalet adosado en calle Sagunto, Levante, Córdoba;195000;3 hab.;210 m²;cordoba;levante-lepanto-fatima;levante;Garaje incluido;No tiene
Estudio en calle Platero Pedro de Bares, Levante, Córdoba;89900;no definido;47 m²;cordoba;levante-lepanto-fatima;levante;No;Bajo exterior sin ascensor
Estudio en calle Platero Pedro de Bares, Levante, Córdoba;89900;no definido;47 m²;cordoba;levante-lepanto-fatima;levante;No;Bajo exterior sin ascensor
Piso en calle Poeta Solís, Levante, Córdoba;125000;2 hab.;82 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 1ª exterior sin ascensor
Piso en caravaca de la cruz, Levante, Córdoba;125000;2 hab.;84 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 1ª exterior sin ascensor
Chalet adosado en calle Platero Pedro de Bares, Levante, Córdoba;233900;4 hab.;267 m²;cordoba;levante-lepanto-fatima;levante;Garaje incluido;No tiene
Piso en Fernando IV, 9, Levante, Córdoba;142000;3 hab.;60 m²;cordoba;levante-lepanto-fatima;levante;Garaje incluido;Planta 3ª exterior con ascensor
Estudio en calle Platero Pedro de Bares, Levante, Córdoba;89900;no definido;47 m²;cordoba;levante-lepanto-fatima;levante;No;Bajo exterior sin ascensor
Dúplex en Levante, Córdoba;123600;2 hab.;70 m²;cordoba;levante-lepanto-fatima;levante;No;Bajo interior sin ascensor
Piso en Levante, Córdoba;104000;2 hab.;65 m²;cordoba;levante-lepanto-fatima;levante;No;Bajo exterior sin ascensor
Ático en Levante, Córdoba;195000;4 hab.;130 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 5ª exterior con ascensor
Piso en avenida de Carlos III, Levante, Córdoba;109000;2 hab.;69 m²;cordoba;levante-lepanto-fatima;levante;No;Bajo exterior con ascensor
Piso en Levante, Córdoba;134000;2 hab.;65 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 1ª exterior con ascensor
Piso en Levante, Córdoba;133000;3 hab.;80 m²;cordoba;levante-lepanto-fatima;levante;No;Planta 3ª exterior con ascensor
Piso en calle Cronista Maraver, La Viñuela, Córdoba;113000;3 hab.;100 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 3ª exterior sin ascensor
Piso en avenida de Rabanales, La Viñuela, Córdoba;89900;2 hab.;57 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª exterior sin ascensor
Piso en La Viñuela, Córdoba;127500;3 hab.;80 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 6ª exterior con ascensor
Piso en calle Poeta Muhammad Iqbal, La Viñuela, Córdoba;144900;3 hab.;79 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje opc. 22.500 €;Planta 6ª exterior con ascensor
Piso en La Viñuela, Córdoba;134990;3 hab.;105 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 3ª exterior con ascensor
Piso en calle Carmen López Román, 8  primera planta, La Viñuela, Córdoba;205000;4 hab.;130 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje incluido;Planta 1ª exterior con ascensor
Piso en La Viñuela, Córdoba;160000;3 hab.;86 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje incluido;Planta 3ª exterior con ascensor
Piso en avenida de Barcelona, La Viñuela, Córdoba;144900;3 hab.;89 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje opc. 22.500 €;Planta 6ª exterior con ascensor
Casa o chalet independiente en calle Luis Valenzuela, s/n, La Viñuela, Córdoba;239900;4 hab.;150 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;No tiene
Piso en La Viñuela, Córdoba;149900;3 hab.;81 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 6ª exterior con ascensor
Piso en calle Platero Repiso, La Viñuela, Córdoba;127000;3 hab.;80 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 6ª exterior con ascensor
Piso en La Viñuela, Córdoba;126000;3 hab.;85 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 6ª exterior con ascensor
Piso en calle Poeta Muhammad Iqbal, La Viñuela, Córdoba;144900;3 hab.;85 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 6ª exterior con ascensor
Piso en avenida de Barcelona, La Viñuela, Córdoba;119000;2 hab.;74 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje opc. 20.000 €;Planta 2ª exterior sin ascensor
Piso en La Viñuela, Córdoba;104000;1 hab.;60 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 1ª interior con ascensor
Chalet adosado en calle Julio Alarcón, 19, La Viñuela, Córdoba;359900;4 hab.;203 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje incluido;No tiene
Piso en La Viñuela, Córdoba;92995;3 hab.;85 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 3ª exterior con ascensor
Piso en La Viñuela, Córdoba;170000;3 hab.;106 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 3ª exterior con ascensor
Piso en plaza Lahore, La Viñuela, Córdoba;83600;2 hab.;80 m²;cordoba;levante-lepanto-fatima;la-vinuela;No; interior con ascensor
Piso en calle Fernando Fernández Martínez, 12, La Viñuela, Córdoba;99000;2 hab.;61 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 1ª exterior sin ascensor
Piso en La Viñuela, Córdoba;138000;3 hab.;70 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 3ª exterior con ascensor
Piso en La Viñuela, Córdoba;89000;2 hab.;50 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª interior con ascensor
Piso en La Viñuela, Córdoba;89900;2 hab.;57 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª exterior sin ascensor
Piso en avenida de Barcelona, 2, La Viñuela, Córdoba;139900;3 hab.;85 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª exterior con ascensor
Piso en calle Conquistador Benito de Baños, 1, La Viñuela, Córdoba;120000;3 hab.;120 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 3ª exterior sin ascensor
Piso en La Viñuela, Córdoba;94000;3 hab.;73 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 4ª exterior sin ascensor
Piso en La Viñuela, Córdoba;95000;3 hab.;89 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 1ª exterior sin ascensor
Piso en La Viñuela, Córdoba;125000;3 hab.;109 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 1ª exterior con ascensor
Piso en calle Antequera, 4, La Viñuela, Córdoba;99000;2 hab.;61 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª exterior sin ascensor
Piso en avenida de la Viñuela, La Viñuela, Córdoba;77000;2 hab.;66 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 4ª sin ascensor
Piso en La Viñuela, Córdoba;119500;2 hab.;65 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª exterior sin ascensor
Piso en plaza Lahore, 4, La Viñuela, Córdoba;83900;3 hab.;65 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 4ª interior con ascensor
Piso en calle Julio Alarcón, 6, La Viñuela, Córdoba;135000;1 hab.;64 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje opc. 20.000 €;Planta 1ª interior con ascensor
Piso en ronda de la Manca, s/n, La Viñuela, Córdoba;221500;3 hab.;123 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Julio Alarcón, s/n, La Viñuela, Córdoba;75000;2 hab.;60 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª exterior sin ascensor
Estudio en calle Conquistador Benito de Baños, La Viñuela, Córdoba;107220;no definido;72 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Bajo exterior sin ascensor
Piso en avenida de Barcelona, 11, La Viñuela, Córdoba;144900;3 hab.;90 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje opc. 22.500 €;Planta 6ª exterior con ascensor
Piso en avenida de Libia, La Viñuela, Córdoba;110000;3 hab.;75 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª exterior sin ascensor
Piso en calle Batalla de los Cueros, La Viñuela, Córdoba;79900;2 hab.;56 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª interior sin ascensor
Ático en avenida de Libia, 19, La Viñuela, Córdoba;159900;3 hab.;63 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 4ª exterior con ascensor
Piso en avenida de Jesús Rescatado, La Viñuela, Córdoba;93000;2 hab.;65 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 1ª exterior sin ascensor
Piso en avenida de Barcelona, 13, La Viñuela, Córdoba;146000;3 hab.;89 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 6ª exterior con ascensor
Piso en calle Poeta Muhammad Iqbal, La Viñuela, Córdoba;108000;3 hab.;75 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 1ª exterior con ascensor
Piso en avenida de Jesús Rescatado, 34, La Viñuela, Córdoba;135000;3 hab.;86 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje opc. 25.000 €;Planta 3ª exterior con ascensor
Piso en calle Platero Repiso, La Viñuela, Córdoba;64000;3 hab.;63 m²;cordoba;levante-lepanto-fatima;la-vinuela;No; exterior sin ascensor
Piso en avenida de Jesús Rescatado, La Viñuela, Córdoba;84532;3 hab.;94 m²;cordoba;levante-lepanto-fatima;la-vinuela;No; exterior sin ascensor
Piso en La Viñuela, Córdoba;144900;3 hab.;79 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje opc. 22.500 €;Planta 6ª exterior con ascensor
Piso en avenida de Jesús Rescatado, 14, La Viñuela, Córdoba;123000;3 hab.;90 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 3ª interior con ascensor
Piso en La Viñuela, Córdoba;155000;4 hab.;120 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª exterior con ascensor
Piso en La Viñuela, Córdoba;138000;3 hab.;78 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 3ª exterior con ascensor
Ático en La Viñuela, Córdoba;230000;5 hab.;160 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 6ª exterior con ascensor
Ático en La Viñuela, Córdoba;103700;2 hab.;60 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 4ª exterior sin ascensor
Piso en La Viñuela, Córdoba;127000;2 hab.;75 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 3ª exterior sin ascensor
Casa o chalet independiente en La Viñuela, Córdoba;195000;5 hab.;223 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje incluido;No tiene
Piso en La Viñuela, Córdoba;181000;3 hab.;90 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 1ª exterior con ascensor
Piso en avenida de Libia, La Viñuela, Córdoba;110000;2 hab.;75 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª sin ascensor
Piso en La Viñuela, Córdoba;155000;3 hab.;100 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 2ª exterior con ascensor
Casa o chalet independiente en La Viñuela, Córdoba;450000;6 hab.;524 m²;cordoba;levante-lepanto-fatima;la-vinuela;Garaje incluido;No tiene
Chalet en La Viñuela, Córdoba;250000;6 hab.;259 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;No tiene
Piso en calle Cronista Maraver, La Viñuela, Córdoba;113000;3 hab.;100 m²;cordoba;levante-lepanto-fatima;la-vinuela;No;Planta 3ª exterior sin ascensor
Piso en calle Cabo Carmona Chamizo, Alcolea, Córdoba;98000;2 hab.;75 m²;cordoba;levante-lepanto-fatima;alcolea;No;Planta 2ª exterior con ascensor
Chalet adosado en calle V Ed Al-5, 5p, s/n, Alcolea, Córdoba;222750;3 hab.;140 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Urbanización Perales Pèndol, Alcolea, Córdoba;195000;3 hab.;243 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Piso en Alcolea, Córdoba;143000;3 hab.;109 m²;cordoba;levante-lepanto-fatima;alcolea;No;Planta 1ª exterior sin ascensor
Casa o chalet independiente en Alcolea, Córdoba;360000;4 hab.;250 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Chalet adosado en Alcolea, Córdoba;204900;4 hab.;262 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Chalet pareado en Alcolea, Córdoba;170000;6 hab.;195 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Urbanización Valenzoneja, 32, Alcolea, Córdoba;240000;3 hab.;210 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en Alcolea, Córdoba;198000;4 hab.;169 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Alcolea, Córdoba;285000;4 hab.;150 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en Alcolea, Córdoba;240000;5 hab.;260 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Piso en calle Cabo Carmona Chamizo, 1, Alcolea, Córdoba;108000;2 hab.;71 m²;cordoba;levante-lepanto-fatima;alcolea;No;Planta 2ª exterior con ascensor
Chalet adosado en Alcolea, Córdoba;130000;5 hab.;190 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en calle Tamarindo, Alcolea, Córdoba;330000;6 hab.;426 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en La Niña de la Rosa, Alcolea, Córdoba;223000;4 hab.;205 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Piso en carretera Madrid Nacional IV, Alcolea, Córdoba;135000;3 hab.;107 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje opc. 10.000 €;Planta 3ª exterior con ascensor
Chalet en calle Francia, Alcolea, Córdoba;119000;4 hab.;183 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en Alcolea, Córdoba;220000;4 hab.;265 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Piso en Alcolea, Córdoba;64000;3 hab.;93 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Chalet adosado en Cale Francia, Alcolea, Córdoba;78500;3 hab.;160 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en Alcolea, Córdoba;238000;3 hab.;214 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en encinares de alcolea, 1, Alcolea, Córdoba;368900;4 hab.;250 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en calle Azalea, Alcolea, Córdoba;235000;4 hab.;297 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
