;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2_municipio;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 2011 a 2020;Total No consta;Total De 1951 a 1970;Total De 1971 a 1990;Total De 1991 a 2010;reg_autonomos;reg_general;Total afiliados;Turismo 2024;En alquiler;En propiedad;Otro régimen de tenencia;Total viviendas;%propiedad;%alquiler;Proporcion Propiedad/Alquiler;total_superficie;menos_de_60m2;entre_61_y_105m2;mas_de_106m2;%menos_de_60m2;%entre_61_y_105m2;%mas_de_106m2
3698;Piso en avenida de las Naciones, 11, Playa de San Juan, Alicante / Alacant;375000;3;111.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3699;Piso en Playa de San Juan, Alicante / Alacant;285000;3;109.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3700;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;1100000;2;130.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3701;Piso en calle Científico Jaime Santana, 2, Playa de San Juan, Alicante / Alacant;375000;3;119.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3702;Piso en calle Científico Jaime Santana, Playa de San Juan, Alicante / Alacant;450000;4;142.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3703;Piso en avenida de Niza, 11, Playa de San Juan, Alicante / Alacant;875000;2;135.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3704;Piso en enric valor, Playa de San Juan, Alicante / Alacant;360000;3;102.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3705;Piso en Playa de San Juan, Alicante / Alacant;465000;2;95.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3706;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;587000;3;122.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3707;Piso en avenida Países Escandinavos, Playa de San Juan, Alicante / Alacant;249000;1;72.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3708;Piso en calle Trident, Playa de San Juan, Alicante / Alacant;298000;2;65.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;15ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3709;Piso en calle Trident, Playa de San Juan, Alicante / Alacant;420000;3;142.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3710;Piso en calle Francia, Playa de San Juan, Alicante / Alacant;320000;3;101.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3711;Piso en avenida de Niza, 12, Playa de San Juan, Alicante / Alacant;520000;3;75.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;11ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3712;Piso en avenida de la Costa Blanca, Playa de San Juan, Alicante / Alacant;619900;3;177.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;15ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3713;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;498000;3;103.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3714;Piso en calle Britania, Playa de San Juan, Alicante / Alacant;278000;2;78.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3715;Piso en avenida de Niza, 17, Playa de San Juan, Alicante / Alacant;587000;3;122.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3716;Piso en Playa de San Juan, Alicante / Alacant;360000;3;130.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3717;Piso en avenida de la Costa Blanca, 113, Playa de San Juan, Alicante / Alacant;275000;2;80.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3718;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;299000;1;60.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3719;Ático en avenida Historiador Vicente Ramos, 22, Playa de San Juan, Alicante / Alacant;550000;3;188.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3720;Piso en avenida San Sebastián, Playa de San Juan, Alicante / Alacant;330000;3;110.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3721;Piso en avenida Países Escandinavos, 21, Playa de San Juan, Alicante / Alacant;339900;3;116.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3722;Piso en Playa de San Juan, Alicante / Alacant;260000;3;110.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3723;Ático en calle Maria Moliner, Playa de San Juan, Alicante / Alacant;950000;4;546.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3724;Piso en avenida Oviedo, Playa de San Juan, Alicante / Alacant;305000;3;94.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3725;Piso en calle de Milán, Playa de San Juan, Alicante / Alacant;274900;3;75.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3726;Piso en avenida San Sebastián, 15, Playa de San Juan, Alicante / Alacant;329000;2;109.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;14ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3727;Piso en avenida de la Condomina, 81, Playa de San Juan, Alicante / Alacant;235000;2;76.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;Bajo;Exterior;No;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3728;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;587000;3;117.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3729;Piso en avenida de la Condomina, 81, Playa de San Juan, Alicante / Alacant;185000;1;62.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;Bajo;Exterior;No;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3730;Ático en avenida de les Nacions, 40, Playa de San Juan, Alicante / Alacant;845000;4;334.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3731;Estudio en Playa de San Juan, Alicante / Alacant;135000;1;26.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;Bajo;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3732;Piso en Playa de San Juan, Alicante / Alacant;875000;5;225.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3733;Piso en calle Maria Moliner, Playa de San Juan, Alicante / Alacant;279000;1;76.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3734;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;850000;3;142.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3735;Piso en calle Catedratic Abelardo Rigual, Playa de San Juan, Alicante / Alacant;450000;4;160.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3736;Piso en avenida de Holanda, Playa de San Juan, Alicante / Alacant;390000;4;93.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3737;Piso en avenida Historiador Vicente Ramos, 28, Playa de San Juan, Alicante / Alacant;460000;3;133.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
