;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2_municipio;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 2011 a 2020;Total No consta;Total De 1951 a 1970;Total De 1971 a 1990;Total De 1991 a 2010;reg_autonomos;reg_general;Total afiliados;Turismo 2024;En alquiler;En propiedad;Otro régimen de tenencia;Total viviendas;%propiedad;%alquiler;Proporcion Propiedad/Alquiler;total_superficie;menos_de_60m2;entre_61_y_105m2;mas_de_106m2;%menos_de_60m2;%entre_61_y_105m2;%mas_de_106m2
4129;Piso en Playa de San Juan, Alicante / Alacant;2500;2;129.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4130;Piso en avenida de Niza, 30, Playa de San Juan, Alicante / Alacant;1500;3;110.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4131;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;1400;3;115.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4132;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;1300;2;70.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4133;Ático en avenida Maestro José Garberí Serrano, Playa de San Juan, Alicante / Alacant;1500;2;170.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4134;Piso en avenida Bruselas, 16, Playa de San Juan, Alicante / Alacant;900;3;104.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4135;Piso en avenida de la Costa Blanca, 121, Playa de San Juan, Alicante / Alacant;1100;2;86.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4136;Piso en avenida de la Condomina, Playa de San Juan, Alicante / Alacant;750;2;50.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4137;Piso en calle Escultor José Gutierrez, Playa de San Juan, Alicante / Alacant;1200;3;75.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4138;Piso en Av cataluña, Playa de San Juan, Alicante / Alacant;1100;2;75.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4139;Piso en avenida de la Costa Blanca, 85, Playa de San Juan, Alicante / Alacant;1450;3;115.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4140;Piso en calle de Irlanda, 4, Playa de San Juan, Alicante / Alacant;1500;2;104.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4141;Piso en calle Maruja Pastor, Playa de San Juan, Alicante / Alacant;1150;2;91.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4142;Piso en calle Trident, 36, Playa de San Juan, Alicante / Alacant;1500;3;135.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4143;Piso en avenida de Cataluña, Playa de San Juan, Alicante / Alacant;950;3;103.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4144;Piso en calle Catedratic Abelardo Rigual, Playa de San Juan, Alicante / Alacant;1300;3;128.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Interior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4145;Piso en avenida Santander, Playa de San Juan, Alicante / Alacant;1200;2;84.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4146;Piso en calle Francia, Playa de San Juan, Alicante / Alacant;1000;2;60.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4147;Piso en avenida de la Costa Blanca, Playa de San Juan, Alicante / Alacant;1300;3;140.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;Bajo;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4148;Piso en avenida Benidorm, Playa de San Juan, Alicante / Alacant;1100;2;65.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4149;Piso en calle Fotógrafo Goyo, Playa de San Juan, Alicante / Alacant;1500;3;115.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4150;Piso en avenida Santander, Playa de San Juan, Alicante / Alacant;1000;2;109.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4151;Piso en calle Torero Francisco AntÃ³n Pacorro, 6, Playa de San Juan, Alicante / Alacant;1100;2;82.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4152;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;1300;2;73.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4153;Piso en avenida de la Costa Blanca, 91, Playa de San Juan, Alicante / Alacant;1500;2;85.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4154;Piso en avenida Santander, Playa de San Juan, Alicante / Alacant;1200;2;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4155;Piso en avenida de la Costa Blanca, Playa de San Juan, Alicante / Alacant;1050;2;83.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4156;Piso en avenida Bruselas, Playa de San Juan, Alicante / Alacant;950;3;110.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4157;Piso en calle Fotógrafo Goyo, Playa de San Juan, Alicante / Alacant;1000;2;52.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;Bajo;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4158;Piso en avenida de la Costa Blanca, Playa de San Juan, Alicante / Alacant;1200;2;96.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4159;Piso en avenida San Sebastián, 29, Playa de San Juan, Alicante / Alacant;1600;3;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4160;Piso en avenida de la Costa Blanca, Playa de San Juan, Alicante / Alacant;950;3;95.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4161;Piso en av. oviedo, 5, Playa de San Juan, Alicante / Alacant;1100;3;95.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4162;Piso en avenida San Sebastián, Playa de San Juan, Alicante / Alacant;1000;2;95.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4163;Piso en avenida Santander, Playa de San Juan, Alicante / Alacant;1200;3;90.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4164;Piso en avenida Oviedo, Playa de San Juan, Alicante / Alacant;1200;3;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Interior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4165;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;1800;3;116.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4166;Piso en avenida de les Nacions, Playa de San Juan, Alicante / Alacant;900;2;80.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4167;Piso en calle Catedratic Abelardo Rigual, 17, Playa de San Juan, Alicante / Alacant;1390;2;112.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4168;Piso en calle Tridente, Playa de San Juan, Alicante / Alacant;1200;2;105.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4169;Piso en avenida de Holanda, Playa de San Juan, Alicante / Alacant;1350;2;88.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4170;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;1600;2;70.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;11ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4171;Piso en avenida Costa Blanca, Playa de San Juan, Alicante / Alacant;1200;2;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4172;Piso en avenida de les Nacions, s/n, Playa de San Juan, Alicante / Alacant;1650;3;147.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4173;Piso en avenida San Sebastián, Playa de San Juan, Alicante / Alacant;1600;3;105.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4174;Piso en avenida de Holanda, 14, Playa de San Juan, Alicante / Alacant;1500;3;110.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4175;Piso en calle Solista de la concepción Rubio, pau 5, Playa de San Juan, Alicante / Alacant;1575;2;70.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4176;Piso en avenida San Sebastián, 27, Playa de San Juan, Alicante / Alacant;1200;3;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4177;Piso en avenida de la Costa Blanca, Playa de San Juan, Alicante / Alacant;790;2;51.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;4ª;Interior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4178;Piso en Oviedo, Playa de San Juan, Alicante / Alacant;1100;3;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4179;Piso en avenida de santander, 25, Playa de San Juan, Alicante / Alacant;3000;2;115.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4180;Piso en Playa de San Juan, Alicante / Alacant;1400;3;120.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Alquiler;16ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4181;Piso en avenida de Niza, s/n, Playa de San Juan, Alicante / Alacant;2100;2;78.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
