Municipios (con más de 50.000 habitantes) y capitales de provincia;Tipo de vivienda (principal o no);Año de construcción del edificio;Total
33066 Siero;Vivienda no principal;De 1951 a 1960;713
33066 Siero;Vivienda no principal;De 1961 a 1970;650
33066 Siero;Vivienda no principal;De 1971 a 1980;707
33066 Siero;Vivienda no principal;De 1981 a 1990;526
33066 Siero;Vivienda no principal;De 1991 a 2000;789
33066 Siero;Vivienda no principal;De 2001 a 2010;1.590
33066 Siero;Vivienda no principal;De 2011 a 2020;237
33066 Siero;Vivienda no principal;No consta;135
34120 Palencia;Total;Total;44.610
34120 Palencia;Total;Antes de 1900;67
34120 Palencia;Total;De 1900 a 1920;417
34120 Palencia;Total;De 1921 a 1940;799
34120 Palencia;Total;De 1941 a 1950;1.209
34120 Palencia;Total;De 1951 a 1960;3.485
34120 Palencia;Total;De 1961 a 1970;7.507
34120 Palencia;Total;De 1971 a 1980;7.381
34120 Palencia;Total;De 1981 a 1990;5.872
34120 Palencia;Total;De 1991 a 2000;8.764
34120 Palencia;Total;De 2001 a 2010;7.575
34120 Palencia;Total;De 2011 a 2020;948
34120 Palencia;Total;No consta;586
34120 Palencia;Vivienda principal;Total;33.006
34120 Palencia;Vivienda principal;Antes de 1900;10
34120 Palencia;Vivienda principal;De 1900 a 1920;163
34120 Palencia;Vivienda principal;De 1921 a 1940;442
34120 Palencia;Vivienda principal;De 1941 a 1950;705
34120 Palencia;Vivienda principal;De 1951 a 1960;2.388
34120 Palencia;Vivienda principal;De 1961 a 1970;5.389
34120 Palencia;Vivienda principal;De 1971 a 1980;5.754
34120 Palencia;Vivienda principal;De 1981 a 1990;4.715
34120 Palencia;Vivienda principal;De 1991 a 2000;6.770
34120 Palencia;Vivienda principal;De 2001 a 2010;5.860
34120 Palencia;Vivienda principal;De 2011 a 2020;618
34120 Palencia;Vivienda principal;No consta;192
34120 Palencia;Vivienda no principal;Total;11.604
34120 Palencia;Vivienda no principal;Antes de 1900;57
34120 Palencia;Vivienda no principal;De 1900 a 1920;254
34120 Palencia;Vivienda no principal;De 1921 a 1940;357
34120 Palencia;Vivienda no principal;De 1941 a 1950;504
34120 Palencia;Vivienda no principal;De 1951 a 1960;1.097
34120 Palencia;Vivienda no principal;De 1961 a 1970;2.118
34120 Palencia;Vivienda no principal;De 1971 a 1980;1.627
34120 Palencia;Vivienda no principal;De 1981 a 1990;1.157
34120 Palencia;Vivienda no principal;De 1991 a 2000;1.994
34120 Palencia;Vivienda no principal;De 2001 a 2010;1.715
34120 Palencia;Vivienda no principal;De 2011 a 2020;330
34120 Palencia;Vivienda no principal;No consta;394
35004 Arrecife;Total;Total;25.339
35004 Arrecife;Total;Antes de 1900;50
35004 Arrecife;Total;De 1900 a 1920;165
35004 Arrecife;Total;De 1921 a 1940;175
35004 Arrecife;Total;De 1941 a 1950;193
35004 Arrecife;Total;De 1951 a 1960;780
35004 Arrecife;Total;De 1961 a 1970;2.202
35004 Arrecife;Total;De 1971 a 1980;3.297
35004 Arrecife;Total;De 1981 a 1990;4.266
35004 Arrecife;Total;De 1991 a 2000;4.068
35004 Arrecife;Total;De 2001 a 2010;8.378
35004 Arrecife;Total;De 2011 a 2020;288
35004 Arrecife;Total;No consta;1.477
35004 Arrecife;Vivienda principal;Total;22.697
35004 Arrecife;Vivienda principal;Antes de 1900;30
35004 Arrecife;Vivienda principal;De 1900 a 1920;106
35004 Arrecife;Vivienda principal;De 1921 a 1940;122
35004 Arrecife;Vivienda principal;De 1941 a 1950;137
35004 Arrecife;Vivienda principal;De 1951 a 1960;648
35004 Arrecife;Vivienda principal;De 1961 a 1970;1.808
35004 Arrecife;Vivienda principal;De 1971 a 1980;2.897
35004 Arrecife;Vivienda principal;De 1981 a 1990;3.847
35004 Arrecife;Vivienda principal;De 1991 a 2000;3.710
35004 Arrecife;Vivienda principal;De 2001 a 2010;7.710
35004 Arrecife;Vivienda principal;De 2011 a 2020;257
35004 Arrecife;Vivienda principal;No consta;1.425
35004 Arrecife;Vivienda no principal;Total;2.642
35004 Arrecife;Vivienda no principal;Antes de 1900;20
35004 Arrecife;Vivienda no principal;De 1900 a 1920;59
35004 Arrecife;Vivienda no principal;De 1921 a 1940;53
35004 Arrecife;Vivienda no principal;De 1941 a 1950;56
35004 Arrecife;Vivienda no principal;De 1951 a 1960;132
35004 Arrecife;Vivienda no principal;De 1961 a 1970;394
35004 Arrecife;Vivienda no principal;De 1971 a 1980;400
35004 Arrecife;Vivienda no principal;De 1981 a 1990;419
35004 Arrecife;Vivienda no principal;De 1991 a 2000;358
35004 Arrecife;Vivienda no principal;De 2001 a 2010;668
35004 Arrecife;Vivienda no principal;De 2011 a 2020;31
35004 Arrecife;Vivienda no principal;No consta;52
35016 Palmas de Gran Canaria, Las;Total;Total;175.181
35016 Palmas de Gran Canaria, Las;Total;Antes de 1900;536
35016 Palmas de Gran Canaria, Las;Total;De 1900 a 1920;2.422
35016 Palmas de Gran Canaria, Las;Total;De 1921 a 1940;5.360
35016 Palmas de Gran Canaria, Las;Total;De 1941 a 1950;4.824
35016 Palmas de Gran Canaria, Las;Total;De 1951 a 1960;11.281
35016 Palmas de Gran Canaria, Las;Total;De 1961 a 1970;38.229
35016 Palmas de Gran Canaria, Las;Total;De 1971 a 1980;36.964
35016 Palmas de Gran Canaria, Las;Total;De 1981 a 1990;16.875
35016 Palmas de Gran Canaria, Las;Total;De 1991 a 2000;21.583
35016 Palmas de Gran Canaria, Las;Total;De 2001 a 2010;27.146
35016 Palmas de Gran Canaria, Las;Total;De 2011 a 2020;1.432
35016 Palmas de Gran Canaria, Las;Total;No consta;8.529
35016 Palmas de Gran Canaria, Las;Vivienda principal;Total;143.195
35016 Palmas de Gran Canaria, Las;Vivienda principal;Antes de 1900;362
35016 Palmas de Gran Canaria, Las;Vivienda principal;De 1900 a 1920;1.727
35016 Palmas de Gran Canaria, Las;Vivienda principal;De 1921 a 1940;4.021
35016 Palmas de Gran Canaria, Las;Vivienda principal;De 1941 a 1950;3.767
35016 Palmas de Gran Canaria, Las;Vivienda principal;De 1951 a 1960;9.289
35016 Palmas de Gran Canaria, Las;Vivienda principal;De 1961 a 1970;31.389
35016 Palmas de Gran Canaria, Las;Vivienda principal;De 1971 a 1980;32.047
35016 Palmas de Gran Canaria, Las;Vivienda principal;De 1981 a 1990;14.659
35016 Palmas de Gran Canaria, Las;Vivienda principal;De 1991 a 2000;18.264
35016 Palmas de Gran Canaria, Las;Vivienda principal;De 2001 a 2010;22.294
35016 Palmas de Gran Canaria, Las;Vivienda principal;De 2011 a 2020;908
35016 Palmas de Gran Canaria, Las;Vivienda principal;No consta;4.468
35016 Palmas de Gran Canaria, Las;Vivienda no principal;Total;31.986
35016 Palmas de Gran Canaria, Las;Vivienda no principal;Antes de 1900;174
35016 Palmas de Gran Canaria, Las;Vivienda no principal;De 1900 a 1920;695
35016 Palmas de Gran Canaria, Las;Vivienda no principal;De 1921 a 1940;1.339
35016 Palmas de Gran Canaria, Las;Vivienda no principal;De 1941 a 1950;1.057
35016 Palmas de Gran Canaria, Las;Vivienda no principal;De 1951 a 1960;1.992
35016 Palmas de Gran Canaria, Las;Vivienda no principal;De 1961 a 1970;6.840
35016 Palmas de Gran Canaria, Las;Vivienda no principal;De 1971 a 1980;4.917
35016 Palmas de Gran Canaria, Las;Vivienda no principal;De 1981 a 1990;2.216
35016 Palmas de Gran Canaria, Las;Vivienda no principal;De 1991 a 2000;3.319
35016 Palmas de Gran Canaria, Las;Vivienda no principal;De 2001 a 2010;4.852
35016 Palmas de Gran Canaria, Las;Vivienda no principal;De 2011 a 2020;524
35016 Palmas de Gran Canaria, Las;Vivienda no principal;No consta;4.061
35019 San Bartolomé de Tirajana;Total;Total;32.766
35019 San Bartolomé de Tirajana;Total;Antes de 1900;4
35019 San Bartolomé de Tirajana;Total;De 1900 a 1920;532
35019 San Bartolomé de Tirajana;Total;De 1921 a 1940;242
35019 San Bartolomé de Tirajana;Total;De 1941 a 1950;226
35019 San Bartolomé de Tirajana;Total;De 1951 a 1960;534
35019 San Bartolomé de Tirajana;Total;De 1961 a 1970;2.818
35019 San Bartolomé de Tirajana;Total;De 1971 a 1980;9.072
35019 San Bartolomé de Tirajana;Total;De 1981 a 1990;8.199
35019 San Bartolomé de Tirajana;Total;De 1991 a 2000;3.994
35019 San Bartolomé de Tirajana;Total;De 2001 a 2010;4.093
35019 San Bartolomé de Tirajana;Total;De 2011 a 2020;206
35019 San Bartolomé de Tirajana;Total;No consta;2.846
35019 San Bartolomé de Tirajana;Vivienda principal;Total;22.312
35019 San Bartolomé de Tirajana;Vivienda principal;Antes de 1900;2
35019 San Bartolomé de Tirajana;Vivienda principal;De 1900 a 1920;306
35019 San Bartolomé de Tirajana;Vivienda principal;De 1921 a 1940;177
35019 San Bartolomé de Tirajana;Vivienda principal;De 1941 a 1950;187
35019 San Bartolomé de Tirajana;Vivienda principal;De 1951 a 1960;417
35019 San Bartolomé de Tirajana;Vivienda principal;De 1961 a 1970;1.148
35019 San Bartolomé de Tirajana;Vivienda principal;De 1971 a 1980;4.943
35019 San Bartolomé de Tirajana;Vivienda principal;De 1981 a 1990;5.294
35019 San Bartolomé de Tirajana;Vivienda principal;De 1991 a 2000;3.498
35019 San Bartolomé de Tirajana;Vivienda principal;De 2001 a 2010;3.469
35019 San Bartolomé de Tirajana;Vivienda principal;De 2011 a 2020;151
35019 San Bartolomé de Tirajana;Vivienda principal;No consta;2.720
35019 San Bartolomé de Tirajana;Vivienda no principal;Total;10.454
35019 San Bartolomé de Tirajana;Vivienda no principal;Antes de 1900;2
35019 San Bartolomé de Tirajana;Vivienda no principal;De 1900 a 1920;226
35019 San Bartolomé de Tirajana;Vivienda no principal;De 1921 a 1940;65
35019 San Bartolomé de Tirajana;Vivienda no principal;De 1941 a 1950;39
35019 San Bartolomé de Tirajana;Vivienda no principal;De 1951 a 1960;117
35019 San Bartolomé de Tirajana;Vivienda no principal;De 1961 a 1970;1.670
35019 San Bartolomé de Tirajana;Vivienda no principal;De 1971 a 1980;4.129
35019 San Bartolomé de Tirajana;Vivienda no principal;De 1981 a 1990;2.905
35019 San Bartolomé de Tirajana;Vivienda no principal;De 1991 a 2000;496
35019 San Bartolomé de Tirajana;Vivienda no principal;De 2001 a 2010;624
35019 San Bartolomé de Tirajana;Vivienda no principal;De 2011 a 2020;55
35019 San Bartolomé de Tirajana;Vivienda no principal;No consta;126
35022 Santa Lucía de Tirajana;Total;Total;30.372
35022 Santa Lucía de Tirajana;Total;Antes de 1900;60
35022 Santa Lucía de Tirajana;Total;De 1900 a 1920;163
35022 Santa Lucía de Tirajana;Total;De 1921 a 1940;165
35022 Santa Lucía de Tirajana;Total;De 1941 a 1950;196
35022 Santa Lucía de Tirajana;Total;De 1951 a 1960;590
35022 Santa Lucía de Tirajana;Total;De 1961 a 1970;2.333
35022 Santa Lucía de Tirajana;Total;De 1971 a 1980;3.076
35022 Santa Lucía de Tirajana;Total;De 1981 a 1990;3.029
35022 Santa Lucía de Tirajana;Total;De 1991 a 2000;6.960
35022 Santa Lucía de Tirajana;Total;De 2001 a 2010;12.482
35022 Santa Lucía de Tirajana;Total;De 2011 a 2020;717
35022 Santa Lucía de Tirajana;Total;No consta;601
35022 Santa Lucía de Tirajana;Vivienda principal;Total;26.309
35022 Santa Lucía de Tirajana;Vivienda principal;Antes de 1900;28
35022 Santa Lucía de Tirajana;Vivienda principal;De 1900 a 1920;57
35022 Santa Lucía de Tirajana;Vivienda principal;De 1921 a 1940;94
35022 Santa Lucía de Tirajana;Vivienda principal;De 1941 a 1950;135
35022 Santa Lucía de Tirajana;Vivienda principal;De 1951 a 1960;483
35022 Santa Lucía de Tirajana;Vivienda principal;De 1961 a 1970;1.991
35022 Santa Lucía de Tirajana;Vivienda principal;De 1971 a 1980;2.622
35022 Santa Lucía de Tirajana;Vivienda principal;De 1981 a 1990;2.730
35022 Santa Lucía de Tirajana;Vivienda principal;De 1991 a 2000;6.329
35022 Santa Lucía de Tirajana;Vivienda principal;De 2001 a 2010;10.772
35022 Santa Lucía de Tirajana;Vivienda principal;De 2011 a 2020;492
35022 Santa Lucía de Tirajana;Vivienda principal;No consta;576
35022 Santa Lucía de Tirajana;Vivienda no principal;Total;4.063
35022 Santa Lucía de Tirajana;Vivienda no principal;Antes de 1900;32
35022 Santa Lucía de Tirajana;Vivienda no principal;De 1900 a 1920;106
35022 Santa Lucía de Tirajana;Vivienda no principal;De 1921 a 1940;71
35022 Santa Lucía de Tirajana;Vivienda no principal;De 1941 a 1950;61
35022 Santa Lucía de Tirajana;Vivienda no principal;De 1951 a 1960;107
35022 Santa Lucía de Tirajana;Vivienda no principal;De 1961 a 1970;342
35022 Santa Lucía de Tirajana;Vivienda no principal;De 1971 a 1980;454
35022 Santa Lucía de Tirajana;Vivienda no principal;De 1981 a 1990;299
35022 Santa Lucía de Tirajana;Vivienda no principal;De 1991 a 2000;631
35022 Santa Lucía de Tirajana;Vivienda no principal;De 2001 a 2010;1.710
35022 Santa Lucía de Tirajana;Vivienda no principal;De 2011 a 2020;225
35022 Santa Lucía de Tirajana;Vivienda no principal;No consta;25
35026 Telde;Total;Total;46.739
35026 Telde;Total;Antes de 1900;7
35026 Telde;Total;De 1900 a 1920;1.604
35026 Telde;Total;De 1921 a 1940;455
35026 Telde;Total;De 1941 a 1950;448
35026 Telde;Total;De 1951 a 1960;1.470
35026 Telde;Total;De 1961 a 1970;3.354
35026 Telde;Total;De 1971 a 1980;8.963
35026 Telde;Total;De 1981 a 1990;6.875
35026 Telde;Total;De 1991 a 2000;7.630
35026 Telde;Total;De 2001 a 2010;12.107
35026 Telde;Total;De 2011 a 2020;591
35026 Telde;Total;No consta;3.235
35026 Telde;Vivienda principal;Total;38.205
35026 Telde;Vivienda principal;Antes de 1900;4
35026 Telde;Vivienda principal;De 1900 a 1920;1.150
35026 Telde;Vivienda principal;De 1921 a 1940;333
35026 Telde;Vivienda principal;De 1941 a 1950;303
35026 Telde;Vivienda principal;De 1951 a 1960;1.189
35026 Telde;Vivienda principal;De 1961 a 1970;2.599
35026 Telde;Vivienda principal;De 1971 a 1980;7.693
35026 Telde;Vivienda principal;De 1981 a 1990;5.916
35026 Telde;Vivienda principal;De 1991 a 2000;6.591
35026 Telde;Vivienda principal;De 2001 a 2010;10.105
35026 Telde;Vivienda principal;De 2011 a 2020;418
35026 Telde;Vivienda principal;No consta;1.904
35026 Telde;Vivienda no principal;Total;8.534
35026 Telde;Vivienda no principal;Antes de 1900;3
35026 Telde;Vivienda no principal;De 1900 a 1920;454
35026 Telde;Vivienda no principal;De 1921 a 1940;122
35026 Telde;Vivienda no principal;De 1941 a 1950;145
35026 Telde;Vivienda no principal;De 1951 a 1960;281
35026 Telde;Vivienda no principal;De 1961 a 1970;755
35026 Telde;Vivienda no principal;De 1971 a 1980;1.270
35026 Telde;Vivienda no principal;De 1981 a 1990;959
35026 Telde;Vivienda no principal;De 1991 a 2000;1.039
35026 Telde;Vivienda no principal;De 2001 a 2010;2.002
35026 Telde;Vivienda no principal;De 2011 a 2020;173
35026 Telde;Vivienda no principal;No consta;1.331
36038 Pontevedra;Total;Total;42.646
36038 Pontevedra;Total;Antes de 1900;144
36038 Pontevedra;Total;De 1900 a 1920;2.566
36038 Pontevedra;Total;De 1921 a 1940;1.145
36038 Pontevedra;Total;De 1941 a 1950;1.202
36038 Pontevedra;Total;De 1951 a 1960;1.779
36038 Pontevedra;Total;De 1961 a 1970;4.932
36038 Pontevedra;Total;De 1971 a 1980;6.933
36038 Pontevedra;Total;De 1981 a 1990;6.414
36038 Pontevedra;Total;De 1991 a 2000;7.330
36038 Pontevedra;Total;De 2001 a 2010;8.494
36038 Pontevedra;Total;De 2011 a 2020;1.530
36038 Pontevedra;Total;No consta;177
36038 Pontevedra;Vivienda principal;Total;33.017
36038 Pontevedra;Vivienda principal;Antes de 1900;63
36038 Pontevedra;Vivienda principal;De 1900 a 1920;1.703
36038 Pontevedra;Vivienda principal;De 1921 a 1940;812
36038 Pontevedra;Vivienda principal;De 1941 a 1950;853
36038 Pontevedra;Vivienda principal;De 1951 a 1960;1.260
36038 Pontevedra;Vivienda principal;De 1961 a 1970;3.665
36038 Pontevedra;Vivienda principal;De 1971 a 1980;5.498
36038 Pontevedra;Vivienda principal;De 1981 a 1990;5.330
36038 Pontevedra;Vivienda principal;De 1991 a 2000;5.962
36038 Pontevedra;Vivienda principal;De 2001 a 2010;6.566
36038 Pontevedra;Vivienda principal;De 2011 a 2020;1.153
36038 Pontevedra;Vivienda principal;No consta;152
36038 Pontevedra;Vivienda no principal;Total;9.629
36038 Pontevedra;Vivienda no principal;Antes de 1900;81
36038 Pontevedra;Vivienda no principal;De 1900 a 1920;863
36038 Pontevedra;Vivienda no principal;De 1921 a 1940;333
36038 Pontevedra;Vivienda no principal;De 1941 a 1950;349
36038 Pontevedra;Vivienda no principal;De 1951 a 1960;519
36038 Pontevedra;Vivienda no principal;De 1961 a 1970;1.267
36038 Pontevedra;Vivienda no principal;De 1971 a 1980;1.435
36038 Pontevedra;Vivienda no principal;De 1981 a 1990;1.084
36038 Pontevedra;Vivienda no principal;De 1991 a 2000;1.368
36038 Pontevedra;Vivienda no principal;De 2001 a 2010;1.928
36038 Pontevedra;Vivienda no principal;De 2011 a 2020;377
36038 Pontevedra;Vivienda no principal;No consta;25
36057 Vigo;Total;Total;144.293
36057 Vigo;Total;Antes de 1900;843
36057 Vigo;Total;De 1900 a 1920;5.620
36057 Vigo;Total;De 1921 a 1940;5.085
36057 Vigo;Total;De 1941 a 1950;5.394
36057 Vigo;Total;De 1951 a 1960;9.577
36057 Vigo;Total;De 1961 a 1970;20.613
36057 Vigo;Total;De 1971 a 1980;30.608
36057 Vigo;Total;De 1981 a 1990;18.282
36057 Vigo;Total;De 1991 a 2000;22.933
36057 Vigo;Total;De 2001 a 2010;20.636
36057 Vigo;Total;De 2011 a 2020;2.407
36057 Vigo;Total;No consta;2.295
36057 Vigo;Vivienda principal;Total;114.082
36057 Vigo;Vivienda principal;Antes de 1900;489
36057 Vigo;Vivienda principal;De 1900 a 1920;3.616
36057 Vigo;Vivienda principal;De 1921 a 1940;3.427
36057 Vigo;Vivienda principal;De 1941 a 1950;3.882
36057 Vigo;Vivienda principal;De 1951 a 1960;7.372
36057 Vigo;Vivienda principal;De 1961 a 1970;16.773
36057 Vigo;Vivienda principal;De 1971 a 1980;25.849
36057 Vigo;Vivienda principal;De 1981 a 1990;15.711
36057 Vigo;Vivienda principal;De 1991 a 2000;18.684
36057 Vigo;Vivienda principal;De 2001 a 2010;16.023
36057 Vigo;Vivienda principal;De 2011 a 2020;1.602
36057 Vigo;Vivienda principal;No consta;654
36057 Vigo;Vivienda no principal;Total;30.211
36057 Vigo;Vivienda no principal;Antes de 1900;354
36057 Vigo;Vivienda no principal;De 1900 a 1920;2.004
36057 Vigo;Vivienda no principal;De 1921 a 1940;1.658
36057 Vigo;Vivienda no principal;De 1941 a 1950;1.512
36057 Vigo;Vivienda no principal;De 1951 a 1960;2.205
36057 Vigo;Vivienda no principal;De 1961 a 1970;3.840
36057 Vigo;Vivienda no principal;De 1971 a 1980;4.759
36057 Vigo;Vivienda no principal;De 1981 a 1990;2.571
36057 Vigo;Vivienda no principal;De 1991 a 2000;4.249
36057 Vigo;Vivienda no principal;De 2001 a 2010;4.613
36057 Vigo;Vivienda no principal;De 2011 a 2020;805
36057 Vigo;Vivienda no principal;No consta;1.641
37274 Salamanca;Total;Total;92.553
37274 Salamanca;Total;Antes de 1900;165
37274 Salamanca;Total;De 1900 a 1920;385
37274 Salamanca;Total;De 1921 a 1940;737
37274 Salamanca;Total;De 1941 a 1950;1.429
37274 Salamanca;Total;De 1951 a 1960;4.850
37274 Salamanca;Total;De 1961 a 1970;18.633
37274 Salamanca;Total;De 1971 a 1980;22.954
37274 Salamanca;Total;De 1981 a 1990;11.519
37274 Salamanca;Total;De 1991 a 2000;16.361
37274 Salamanca;Total;De 2001 a 2010;13.270
37274 Salamanca;Total;De 2011 a 2020;1.117
37274 Salamanca;Total;No consta;1.133
37274 Salamanca;Vivienda principal;Total;63.989
37274 Salamanca;Vivienda principal;Antes de 1900;54
37274 Salamanca;Vivienda principal;De 1900 a 1920;146
37274 Salamanca;Vivienda principal;De 1921 a 1940;386
37274 Salamanca;Vivienda principal;De 1941 a 1950;828
37274 Salamanca;Vivienda principal;De 1951 a 1960;3.186
37274 Salamanca;Vivienda principal;De 1961 a 1970;12.532
37274 Salamanca;Vivienda principal;De 1971 a 1980;16.594
37274 Salamanca;Vivienda principal;De 1981 a 1990;8.602
37274 Salamanca;Vivienda principal;De 1991 a 2000;11.965
37274 Salamanca;Vivienda principal;De 2001 a 2010;8.849
37274 Salamanca;Vivienda principal;De 2011 a 2020;660
37274 Salamanca;Vivienda principal;No consta;187
37274 Salamanca;Vivienda no principal;Total;28.564
37274 Salamanca;Vivienda no principal;Antes de 1900;111
37274 Salamanca;Vivienda no principal;De 1900 a 1920;239
37274 Salamanca;Vivienda no principal;De 1921 a 1940;351
37274 Salamanca;Vivienda no principal;De 1941 a 1950;601
37274 Salamanca;Vivienda no principal;De 1951 a 1960;1.664
37274 Salamanca;Vivienda no principal;De 1961 a 1970;6.101
37274 Salamanca;Vivienda no principal;De 1971 a 1980;6.360
37274 Salamanca;Vivienda no principal;De 1981 a 1990;2.917
37274 Salamanca;Vivienda no principal;De 1991 a 2000;4.396
37274 Salamanca;Vivienda no principal;De 2001 a 2010;4.421
37274 Salamanca;Vivienda no principal;De 2011 a 2020;457
37274 Salamanca;Vivienda no principal;No consta;946
38006 Arona;Total;Total;53.746
38006 Arona;Total;Antes de 1900;18
38006 Arona;Total;De 1900 a 1920;109
38006 Arona;Total;De 1921 a 1940;95
38006 Arona;Total;De 1941 a 1950;210
38006 Arona;Total;De 1951 a 1960;511
38006 Arona;Total;De 1961 a 1970;1.636
38006 Arona;Total;De 1971 a 1980;6.163
38006 Arona;Total;De 1981 a 1990;10.389
38006 Arona;Total;De 1991 a 2000;9.233
38006 Arona;Total;De 2001 a 2010;13.846
38006 Arona;Total;De 2011 a 2020;1.053
38006 Arona;Total;No consta;10.483
38006 Arona;Vivienda principal;Total;33.223
38006 Arona;Vivienda principal;Antes de 1900;10
38006 Arona;Vivienda principal;De 1900 a 1920;89
38006 Arona;Vivienda principal;De 1921 a 1940;68
38006 Arona;Vivienda principal;De 1941 a 1950;174
38006 Arona;Vivienda principal;De 1951 a 1960;416
38006 Arona;Vivienda principal;De 1961 a 1970;1.127
38006 Arona;Vivienda principal;De 1971 a 1980;3.880
38006 Arona;Vivienda principal;De 1981 a 1990;6.958
38006 Arona;Vivienda principal;De 1991 a 2000;6.711
38006 Arona;Vivienda principal;De 2001 a 2010;9.903
38006 Arona;Vivienda principal;De 2011 a 2020;620
38006 Arona;Vivienda principal;No consta;3.267
38006 Arona;Vivienda no principal;Total;20.523
38006 Arona;Vivienda no principal;Antes de 1900;8
38006 Arona;Vivienda no principal;De 1900 a 1920;20
38006 Arona;Vivienda no principal;De 1921 a 1940;27
38006 Arona;Vivienda no principal;De 1941 a 1950;36
38006 Arona;Vivienda no principal;De 1951 a 1960;95
38006 Arona;Vivienda no principal;De 1961 a 1970;509
38006 Arona;Vivienda no principal;De 1971 a 1980;2.283
38006 Arona;Vivienda no principal;De 1981 a 1990;3.431
38006 Arona;Vivienda no principal;De 1991 a 2000;2.522
38006 Arona;Vivienda no principal;De 2001 a 2010;3.943
38006 Arona;Vivienda no principal;De 2011 a 2020;433
38006 Arona;Vivienda no principal;No consta;7.216
38017 Granadilla de Abona;Total;Total;24.284
38017 Granadilla de Abona;Total;Antes de 1900;2
38017 Granadilla de Abona;Total;De 1900 a 1920;320
38017 Granadilla de Abona;Total;De 1921 a 1940;58
38017 Granadilla de Abona;Total;De 1941 a 1950;155
38017 Granadilla de Abona;Total;De 1951 a 1960;363
38017 Granadilla de Abona;Total;De 1961 a 1970;686
38017 Granadilla de Abona;Total;De 1971 a 1980;1.695
38017 Granadilla de Abona;Total;De 1981 a 1990;3.550
38017 Granadilla de Abona;Total;De 1991 a 2000;3.905
38017 Granadilla de Abona;Total;De 2001 a 2010;10.871
38017 Granadilla de Abona;Total;De 2011 a 2020;839
38017 Granadilla de Abona;Total;No consta;1.840
38017 Granadilla de Abona;Vivienda principal;Total;19.311
38017 Granadilla de Abona;Vivienda principal;Antes de 1900;1
38017 Granadilla de Abona;Vivienda principal;De 1900 a 1920;246
38017 Granadilla de Abona;Vivienda principal;De 1921 a 1940;46
38017 Granadilla de Abona;Vivienda principal;De 1941 a 1950;111
38017 Granadilla de Abona;Vivienda principal;De 1951 a 1960;288
38017 Granadilla de Abona;Vivienda principal;De 1961 a 1970;584
38017 Granadilla de Abona;Vivienda principal;De 1971 a 1980;1.371
38017 Granadilla de Abona;Vivienda principal;De 1981 a 1990;2.683
38017 Granadilla de Abona;Vivienda principal;De 1991 a 2000;3.110
38017 Granadilla de Abona;Vivienda principal;De 2001 a 2010;9.042
38017 Granadilla de Abona;Vivienda principal;De 2011 a 2020;503
38017 Granadilla de Abona;Vivienda principal;No consta;1.326
38017 Granadilla de Abona;Vivienda no principal;Total;4.973
38017 Granadilla de Abona;Vivienda no principal;Antes de 1900;1
38017 Granadilla de Abona;Vivienda no principal;De 1900 a 1920;74
38017 Granadilla de Abona;Vivienda no principal;De 1921 a 1940;12
38017 Granadilla de Abona;Vivienda no principal;De 1941 a 1950;44
38017 Granadilla de Abona;Vivienda no principal;De 1951 a 1960;75
38017 Granadilla de Abona;Vivienda no principal;De 1961 a 1970;102
38017 Granadilla de Abona;Vivienda no principal;De 1971 a 1980;324
38017 Granadilla de Abona;Vivienda no principal;De 1981 a 1990;867
38017 Granadilla de Abona;Vivienda no principal;De 1991 a 2000;795
38017 Granadilla de Abona;Vivienda no principal;De 2001 a 2010;1.829
38017 Granadilla de Abona;Vivienda no principal;De 2011 a 2020;336
38017 Granadilla de Abona;Vivienda no principal;No consta;514
38023 San Cristóbal de La Laguna;Total;Total;74.096
38023 San Cristóbal de La Laguna;Total;Antes de 1900;297
38023 San Cristóbal de La Laguna;Total;De 1900 a 1920;1.186
38023 San Cristóbal de La Laguna;Total;De 1921 a 1940;1.455
38023 San Cristóbal de La Laguna;Total;De 1941 a 1950;1.400
38023 San Cristóbal de La Laguna;Total;De 1951 a 1960;4.595
38023 San Cristóbal de La Laguna;Total;De 1961 a 1970;11.775
38023 San Cristóbal de La Laguna;Total;De 1971 a 1980;10.863
38023 San Cristóbal de La Laguna;Total;De 1981 a 1990;8.666
38023 San Cristóbal de La Laguna;Total;De 1991 a 2000;15.481
38023 San Cristóbal de La Laguna;Total;De 2001 a 2010;15.165
38023 San Cristóbal de La Laguna;Total;De 2011 a 2020;1.532
38023 San Cristóbal de La Laguna;Total;No consta;1.681
38023 San Cristóbal de La Laguna;Vivienda principal;Total;59.144
38023 San Cristóbal de La Laguna;Vivienda principal;Antes de 1900;189
38023 San Cristóbal de La Laguna;Vivienda principal;De 1900 a 1920;806
38023 San Cristóbal de La Laguna;Vivienda principal;De 1921 a 1940;1.070
38023 San Cristóbal de La Laguna;Vivienda principal;De 1941 a 1950;1.069
38023 San Cristóbal de La Laguna;Vivienda principal;De 1951 a 1960;3.647
38023 San Cristóbal de La Laguna;Vivienda principal;De 1961 a 1970;9.364
38023 San Cristóbal de La Laguna;Vivienda principal;De 1971 a 1980;8.766
38023 San Cristóbal de La Laguna;Vivienda principal;De 1981 a 1990;7.175
38023 San Cristóbal de La Laguna;Vivienda principal;De 1991 a 2000;12.540
38023 San Cristóbal de La Laguna;Vivienda principal;De 2001 a 2010;12.033
38023 San Cristóbal de La Laguna;Vivienda principal;De 2011 a 2020;1.023
